category,subcategory,action,sentence,response
music,voicecontrol,disable,deactivate voice after 15 minutes,voice will be deactivated after 15 minutes.
music,voicecontrol,disable,stop voice tonight,voice stopped tonight.
music,voicecontrol,disable,turn off voice at 8 pm,voice will be turned off at 8 pm.
music,voicecontrol,disable,end voice after 20 minutes,voice will be ended after 20 minutes.
music,volume,adjustvolume,modify music volume,volume modified
music,volume,adjustvolume,change volume level,volume level changed
music,volume,adjustvolume,set music volume,volume set
music,volume,adjustvolume,tune volume,volume tuned
music,volume,adjustvolume,alter volume level,volume level altered
music,volume,adjustvolume,adjust sound level,sound level adjusted
music,volume,adjustvolume,change volume now,volume changed now
music,volume,adjustvolume,set volume immediately,volume set immediately
music,volume,adjustvolume,tune volume now,volume tuned now
music,volume,adjustvolume,alter volume immediately,volume altered immediately
music,volume,adjustvolume,modify volume today,volume modified today
music,volume,adjustvolume,change volume today,volume changed today
music,volume,adjustvolume,set volume today,volume set today
music,volume,adjustvolume,tune volume immediately,volume tuned immediately
music,volume,adjustvolume,adjust volume at 6 pm,volume will be adjusted at 6 pm.
music,volume,adjustvolume,change volume after 10 minutes,volume will be changed after 10 minutes.
music,volume,adjustvolume,set volume tonight,volume set tonight.
music,volume,adjustvolume,tune volume at 7 pm,volume will be tuned at 7 pm.
music,volume,adjustvolume,modify volume after 15 minutes,volume will be modified after 15 minutes.
music,volume,check,inspect volume status,volume status inspected
music,volume,check,review volume level,volume level reviewed
music,volume,check,verify music volume,volume verified
music,volume,check,examine volume setting,volume setting examined
music,volume,check,assess volume status,volume status assessed
music,volume,check,get volume information,volume information obtained
music,volume,check,monitor volume level,volume level monitored
music,volume,check,analyze volume setting,volume setting analyzed
music,volume,check,observe volume status,volume status observed
music,volume,check,evaluate volume level,volume level evaluated
music,volume,check,inspect volume now,volume inspected now
music,volume,check,review volume immediately,volume reviewed immediately
music,volume,check,verify volume today,volume verified today
music,volume,check,examine volume now,volume examined now
music,volume,check,check volume yesterday,volume checked for yesterday.
music,volume,check,review volume at 8 pm,volume will be reviewed at 8 pm.
music,volume,check,inspect volume for today,volume inspected for today.
music,volume,check,check volume after 10 minutes,volume will be checked after 10 minutes.
music,volume,check,verify volume at 9 pm,volume will be verified at 9 pm.
music,volume,mute,deactivate music sound,sound deactivated
music,volume,mute,silence audio,audio silenced
music,volume,mute,turn off music volume,volume turned off
music,volume,mute,stop sound,sound stopped
music,volume,mute,quiet music,music quieted
music,volume,mute,deactivate sound now,sound deactivated now
music,volume,mute,silence audio immediately,audio silenced immediately
music,volume,mute,turn off volume now,volume turned off now
music,volume,mute,stop sound immediately,sound stopped immediately
music,volume,mute,quiet music now,music quieted now
music,volume,mute,deactivate sound today,sound deactivated today
music,volume,mute,silence audio today,audio silenced today
music,volume,mute,turn off volume today,volume turned off today
music,volume,mute,stop sound now,sound stopped now
music,volume,mute,mute music at 7 pm,music will be muted at 7 pm.
music,volume,mute,silence audio after 15 minutes,audio will be silenced after 15 minutes.
music,volume,mute,turn off sound tonight,sound turned off tonight.
music,volume,mute,deactivate sound at 8 pm,sound will be deactivated at 8 pm.
music,volume,mute,quiet music after 20 minutes,music will be quieted after 20 minutes.
music,volume,unmute,restore music sound,sound restored
music,volume,unmute,activate audio,audio activated
music,volume,unmute,turn on music volume,volume turned on
music,volume,unmute,enable sound,sound enabled
music,volume,unmute,unsilence music,music unsilenced
music,volume,unmute,restore sound now,sound restored now
music,volume,unmute,activate audio immediately,audio activated immediately
music,volume,unmute,turn on volume now,volume turned on now
music,volume,unmute,enable sound immediately,sound enabled immediately
music,volume,unmute,unsilence music now,music unsilenced now
music,volume,unmute,restore sound today,sound restored today
music,volume,unmute,activate audio today,audio activated today
music,volume,unmute,turn on volume today,volume turned on today
music,volume,unmute,enable sound now,sound enabled now
music,volume,unmute,unmute music at 6 pm,music will be unmuted at 6 pm.
music,volume,unmute,restore sound after 10 minutes,sound will be restored after 10 minutes.
music,volume,unmute,activate audio tonight,audio activated tonight.
music,volume,unmute,turn on volume at 7 pm,volume will be turned on at 7 pm.
music,volume,unmute,unsilence music after 15 minutes,music will be unsilenced after 15 minutes.
shutters,basement,down,close basement shutters,shutters closed
shutters,basement,down,shut basement shutters,Closing basement shutters now.
shutters,basement,down,lower basement shades,shades lowered
shutters,basement,down,drop basement blinds,blinds dropped
shutters,basement,down,close basement shades,shades closed
shutters,basement,down,shut basement blinds,blinds shut
shutters,basement,down,lower basement curtains,curtains lowered
shutters,basement,down,drop basement shades,shades dropped
shutters,basement,down,close basement now,shutters closed now
shutters,basement,down,shut basement immediately,shutters shut immediately
shutters,basement,down,lower shades now,shades lowered now
shutters,basement,down,drop blinds immediately,blinds dropped immediately
shutters,basement,down,close shades today,shades closed today
shutters,basement,down,shut blinds now,blinds shut now
shutters,basement,down,lower shutters at 8 pm,shutters will be lowered at 8 pm.
shutters,basement,down,close shades after 15 minutes,shades will be closed after 15 minutes.
shutters,basement,down,shut shutters tonight,shutters shut tonight.
shutters,basement,down,drop blinds at 9 pm,blinds will be dropped at 9 pm.
shutters,basement,down,lower shades after 1 hour,shades will be lowered after 1 hour.
shutters,basement,up,open basement shutters,shutters opened
shutters,basement,up,raise basement shades,shades raised
shutters,basement,up,lift basement blinds,blinds lifted
shutters,basement,up,open basement shades,shades opened
shutters,basement,up,raise basement blinds,blinds raised
shutters,basement,up,lift basement curtains,curtains lifted
shutters,basement,up,open basement blinds,blinds opened
shutters,basement,up,raise shades now,shades raised now
shutters,basement,up,lift blinds immediately,blinds lifted immediately
shutters,basement,up,open shutters now,shutters opened now
shutters,basement,up,raise blinds today,blinds raised today
shutters,basement,up,lift shades now,shades lifted now
shutters,basement,up,open shades immediately,shades opened immediately
shutters,basement,up,raise shutters today,shutters raised today
shutters,basement,up,open shutters at 7 am,shutters will be opened at 7 am.
shutters,basement,up,raise shades after 10 minutes,shades will be raised after 10 minutes.
shutters,basement,up,lift blinds tonight,blinds lifted tonight.
shutters,basement,up,open shades at 8 am,shades will be opened at 8 am.
shutters,basement,up,raise blinds after 20 minutes,blinds will be raised after 20 minutes.
shutters,bathroom,down,close bathroom shutters,shutters closed
shutters,bathroom,down,shut bathroom shades,shades shut
shutters,bathroom,down,lower bathroom blinds,blinds lowered
shutters,bathroom,down,drop bathroom shades,shades dropped
shutters,bathroom,down,close bathroom blinds,blinds closed
shutters,bathroom,down,shut bathroom curtains,curtains shut
shutters,bathroom,down,lower bathroom shades,shades lowered
shutters,bathroom,down,drop bathroom blinds,blinds dropped
shutters,bathroom,down,close shutters now,shutters closed now
shutters,bathroom,down,shut shades immediately,shades shut immediately
shutters,bathroom,down,lower blinds now,blinds lowered now
shutters,bathroom,down,drop shades immediately,shades dropped immediately
shutters,bathroom,down,close blinds today,blinds closed today
shutters,bathroom,down,shut shutters now,shutters shut now
shutters,bathroom,down,lower shutters at 6 pm,shutters will be lowered at 6 pm.
shutters,bathroom,down,close shades after 10 minutes,shades will be closed after 10 minutes.
shutters,bathroom,down,shut blinds tonight,blinds shut tonight.
shutters,bathroom,down,drop shades at 7 pm,shades will be dropped at 7 pm.
shutters,bathroom,down,lower blinds after 15 minutes,blinds will be lowered after 15 minutes.
shutters,bathroom,statusquery,inspect bathroom shutter status,shutter status inspected
shutters,bathroom,statusquery,review bathroom shades status,shades status reviewed
shutters,bathroom,statusquery,verify bathroom blinds status,blinds status verified
shutters,bathroom,statusquery,examine bathroom shutters,shutters examined
shutters,bathroom,statusquery,assess bathroom shades,shades assessed
shutters,bathroom,statusquery,monitor bathroom blinds,blinds monitored
shutters,bathroom,statusquery,analyze bathroom shutter status,shutter status analyzed
shutters,bathroom,statusquery,observe bathroom shades status,shades status observed
shutters,bathroom,statusquery,evaluate bathroom blinds,blinds evaluated
shutters,bathroom,statusquery,inspect shutters now,shutters inspected now
shutters,bathroom,statusquery,review shades immediately,shades reviewed now
shutters,bathroom,statusquery,verify blinds now,blinds verified now
shutters,bathroom,statusquery,examine shutters today,shutters examined today
shutters,bathroom,statusquery,assess shades now,shades assessed now
shutters,bathroom,statusquery,check shutter status yesterday,shutter status checked for yesterday.
shutters,bathroom,statusquery,review shades at 8 pm,shades will be reviewed at 8 pm.
shutters,bathroom,statusquery,inspect blinds for today,blinds inspected for today.
shutters,bathroom,statusquery,verify shutter status at 9 pm,shutter status will be verified at 9 pm.
shutters,bathroom,statusquery,examine shades after 10 minutes,shades will be examined after 10 minutes.
shutters,bathroom,up,open bathroom shutters,shutters opened
shutters,bathroom,up,raise bathroom shades,shades raised
shutters,bathroom,up,lift bathroom blinds,blinds lifted
shutters,bathroom,up,open bathroom blinds,blinds opened
shutters,bathroom,up,raise bathroom curtains,curtains raised
shutters,bathroom,up,lift bathroom shades,shades lifted
shutters,bathroom,up,open bathroom curtains,curtains opened
shutters,bathroom,up,raise blinds now,blinds raised now
shutters,bathroom,up,lift shutters immediately,shutters lifted immediately
shutters,bathroom,up,open shades now,shades opened now
shutters,bathroom,up,raise curtains today,curtains raised today
shutters,bathroom,up,lift blinds now,blinds lifted now
shutters,bathroom,up,open shutters immediately,shutters opened immediately
shutters,bathroom,up,raise shades today,shades raised today
shutters,bathroom,up,open shutters at 7 am,shutters will be opened at 7 am.
shutters,bathroom,up,raise blinds after 15 minutes,blinds will be raised after 15 minutes.
shutters,bathroom,up,lift shades tonight,shades lifted tonight.
shutters,bathroom,up,open blinds at 8 am,blinds will be opened at 8 am.
shutters,bathroom,up,raise shutters after 20 minutes,shutters will be raised after 20 minutes.
shutters,cellar,down,close cellar shutters,shutters closed
shutters,cellar,down,shut cellar shades,shades shut
shutters,cellar,down,lower cellar blinds,blinds lowered
shutters,cellar,down,drop cellar shades,shades dropped
shutters,cellar,down,close cellar blinds,blinds closed
shutters,cellar,down,shut cellar curtains,curtains shut
shutters,cellar,down,lower cellar shades,shades lowered
shutters,cellar,down,drop cellar blinds,blinds dropped
shutters,cellar,down,close shutters now,shutters closed now
shutters,cellar,down,shut shades immediately,shades shut immediately
shutters,cellar,down,lower blinds now,blinds lowered now
shutters,cellar,down,drop shades immediately,shades dropped immediately
shutters,cellar,down,close blinds today,blinds closed today
shutters,cellar,down,shut shutters now,shutters shut now
shutters,cellar,down,lower shutters at 6 pm,shutters will be lowered at 6 pm.
shutters,cellar,down,close shades after 10 minutes,shades will be closed after 10 minutes.
shutters,cellar,down,shut blinds tonight,blinds shut tonight.
shutters,cellar,down,drop shades at 7 pm,shades will be dropped at 7 pm.
shutters,cellar,down,lower blinds after 15 minutes,blinds will be lowered after 15 minutes.
shutters,cellar,statusquery,inspect cellar shutter status,shutter status inspected
shutters,cellar,statusquery,review cellar shades status,shades status reviewed
shutters,cellar,statusquery,verify cellar blinds status,blinds status verified
shutters,cellar,statusquery,examine cellar shutters,shutters examined
shutters,cellar,statusquery,assess cellar shades,shades assessed
shutters,cellar,statusquery,monitor cellar blinds,blinds monitored
shutters,cellar,statusquery,analyze cellar shutter status,shutter status analyzed
shutters,cellar,statusquery,observe cellar shades status,shades status observed
shutters,cellar,statusquery,evaluate cellar blinds,blinds evaluated
shutters,cellar,statusquery,inspect shutters now,shutters inspected now
shutters,cellar,statusquery,review shades immediately,shades reviewed now
shutters,cellar,statusquery,verify blinds now,blinds verified now
shutters,cellar,statusquery,examine shutters today,shutters examined today
shutters,cellar,statusquery,assess shades now,shades assessed now
shutters,cellar,statusquery,check shutter status yesterday,shutter status checked for yesterday.
shutters,cellar,statusquery,review shades at 6 pm,shades will be reviewed at 6 pm.
shutters,cellar,statusquery,inspect blinds for today,blinds inspected for today.
shutters,cellar,statusquery,verify shutter status at 9 pm,shutter status will be verified at 9 pm.
shutters,cellar,statusquery,examine shades after 10 minutes,shades will be examined after 10 minutes.
shutters,cellar,up,open cellar shutters,shutters opened for the cellar.
shutters,cellar,up,raise cellar shades,shades raised for the cellar.
shutters,cellar,up,lift cellar blinds,blinds lifted for the cellar.
shutters,cellar,up,open cellar blinds,blinds opened for the cellar.
shutters,cellar,up,raise cellar curtains,curtains raised for the cellar.
shutters,cellar,up,lift cellar shades,shades lifted for the cellar.
shutters,cellar,up,open cellar curtains,curtains opened for the cellar.
shutters,cellar,up,raise blinds now,blinds raised now for the cellar.
shutters,cellar,up,lift shutters immediately,shutters lifted immediately
shutters,cellar,up,open shades now,shades opened now for the cellar.
shutters,cellar,up,raise curtains today,curtains raised today
shutters,cellar,up,lift blinds now,blinds lifted now
shutters,cellar,up,open shutters immediately,shutters opened immediately
shutters,cellar,up,raise shades today,shades raised today
shutters,cellar,up,open shutters at 7 am,shutters will be opened at 7 am.
shutters,cellar,up,raise blinds after 15 minutes,blinds will be raised after 15 minutes.
shutters,cellar,up,lift shades tonight,shades lifted tonight.
shutters,cellar,up,open blinds at 8 am,blinds will be opened at 8 am.
shutters,cellar,up,raise shutters after 20 minutes,shutters will be raised after 20 minutes.
shutters,kitchen,down,close kitchen shutters,shutters closed
shutters,kitchen,down,shut kitchen shades,shades shut
shutters,kitchen,down,lower kitchen blinds,blinds lowered
shutters,kitchen,down,drop kitchen shades,shades dropped
shutters,kitchen,down,close kitchen blinds,blinds closed now.
shutters,kitchen,down,shut kitchen curtains,curtains shut
shutters,kitchen,down,lower kitchen shades,shades lowered
shutters,kitchen,down,drop kitchen blinds,blinds dropped
shutters,kitchen,down,close shutters now,shutters closed now
shutters,kitchen,down,shut shades immediately,shades shut immediately
shutters,kitchen,down,lower blinds now,blinds lowered now
shutters,kitchen,down,drop shades immediately,shades dropped immediately
shutters,kitchen,down,close blinds today,blinds closed today
shutters,kitchen,down,shut shutters now,shutters shut now
shutters,kitchen,down,lower shutters at 6 pm,shutters will be lowered at 6 pm.
shutters,kitchen,down,close shades after 10 minutes,shades will be closed after 10 minutes.
shutters,kitchen,down,shut blinds tonight,blinds shut tonight.
shutters,kitchen,down,drop shades at 7 pm,shades will be dropped at 7 pm.
shutters,kitchen,down,lower blinds after 15 minutes,blinds will be lowered after 15 minutes.
shutters,kitchen,statusquery,inspect kitchen shutter status,shutter status inspected
shutters,kitchen,statusquery,review kitchen shades status,shades status reviewed
shutters,kitchen,statusquery,verify kitchen blinds status,blinds status verified
shutters,kitchen,statusquery,examine kitchen shutters,shutters examined
shutters,kitchen,statusquery,assess kitchen shades,shades assessed
shutters,kitchen,statusquery,monitor kitchen blinds,blinds monitored
shutters,kitchen,statusquery,analyze kitchen shutter status,shutter status analyzed
shutters,kitchen,statusquery,observe kitchen shades status,shades status observed
shutters,kitchen,statusquery,evaluate kitchen blinds,blinds evaluated
shutters,kitchen,statusquery,inspect shutters now,shutters inspected now
shutters,kitchen,statusquery,review shades immediately,shades reviewed now
shutters,kitchen,statusquery,verify blinds now,blinds verified now
shutters,kitchen,statusquery,examine shutters today,shutters examined today
shutters,kitchen,statusquery,assess shades now,shades assessed now
shutters,kitchen,statusquery,check shutter status yesterday,shutter status checked for yesterday.
shutters,kitchen,statusquery,review shades at 8 pm,shades will be reviewed at 8 pm.
shutters,kitchen,statusquery,inspect blinds for today,blinds inspected for today.
shutters,kitchen,statusquery,verify shutter status at 9 pm,shutter status will be verified at 9 pm.
shutters,kitchen,statusquery,examine shades after 10 minutes,shades will be examined after 10 minutes.
shutters,kitchen,up,open kitchen shutters,shutters opened
shutters,kitchen,up,raise kitchen shades,shades raised
shutters,kitchen,up,lift kitchen blinds,blinds lifted
shutters,kitchen,up,open kitchen blinds,blinds opened
shutters,kitchen,up,raise kitchen curtains,curtains raised
shutters,kitchen,up,lift kitchen shades,shades lifted
shutters,kitchen,up,open kitchen curtains,curtains opened
shutters,kitchen,up,raise blinds now,blinds raised now
shutters,kitchen,up,lift shutters immediately,shutters lifted immediately
shutters,kitchen,up,open shades now,shades opened now
shutters,kitchen,up,raise curtains today,curtains raised today
shutters,kitchen,up,lift blinds now,blinds lifted now
shutters,kitchen,up,open shutters immediately,shutters opened immediately
shutters,kitchen,up,raise shades today,shades raised today
shutters,kitchen,up,open shutters at 7 am,shutters will be opened at 7 am.
shutters,kitchen,up,raise blinds after 15 minutes,blinds will be raised after 15 minutes.
shutters,kitchen,up,lift shades tonight,shades lifted tonight.
shutters,kitchen,up,open blinds at 8 am,blinds will be opened at 8 am.
shutters,kitchen,up,raise shutters after 20 minutes,shutters will be raised after 20 minutes.
shutters,kitchen,down,close kitchen window shutters,window shutters closed
shutters,kitchen,down,shut kitchen drapes,drapes shut
shutters,kitchen,down,lower kitchen curtains,curtains lowered
shutters,kitchen,down,drop kitchen window blinds,window blinds dropped
shutters,kitchen,down,close kitchen drapes,drapes closed
shutters,kitchen,down,shut kitchen window shades,window shades shut
shutters,kitchen,down,lower kitchen window blinds,window blinds lowered
shutters,kitchen,down,drop kitchen curtains,curtains dropped
shutters,kitchen,down,close window shutters now,window shutters closed now
shutters,kitchen,down,shut drapes immediately,drapes shut immediately
shutters,kitchen,down,lower curtains now,curtains lowered now
shutters,kitchen,down,drop window blinds immediately,window blinds dropped immediately
shutters,kitchen,down,close drapes today,drapes closed today
shutters,kitchen,down,shut window shades now,window shades shut now
shutters,kitchen,down,lower window shutters at 5 pm,window shutters will be lowered at 5 pm.
shutters,kitchen,down,close drapes after 20 minutes,drapes will be closed after 20 minutes.
shutters,kitchen,down,shut curtains tonight,curtains shut tonight.
shutters,kitchen,down,drop window shades at 6 pm,window shades will be dropped at 6 pm.
shutters,kitchen,down,lower blinds after 30 minutes,blinds will be lowered after 30 minutes.
shutters,kitchen,statusquery,inspect kitchen shutter status,shutter status inspected
shutters,kitchen,statusquery,review kitchen shades status,shades status reviewed
shutters,kitchen,statusquery,verify kitchen blinds status,blinds status verified
shutters,kitchen,statusquery,examine kitchen shutters,shutters examined
shutters,kitchen,statusquery,assess kitchen shades,shades assessed
shutters,kitchen,statusquery,monitor kitchen blinds,blinds monitored
shutters,kitchen,statusquery,analyze kitchen shutter status,shutter status analyzed
shutters,kitchen,statusquery,observe kitchen shades status,shades status observed
shutters,kitchen,statusquery,evaluate kitchen blinds,blinds evaluated
shutters,kitchen,statusquery,inspect shutters now,shutters inspected now
shutters,kitchen,statusquery,review shades immediately,shades reviewed now
shutters,kitchen,statusquery,verify blinds now,blinds verified now
shutters,kitchen,statusquery,examine shutters today,shutters examined today
shutters,kitchen,statusquery,assess shades now,shades assessed now
shutters,kitchen,statusquery,monitor blinds immediately,blinds monitored immediately
shutters,kitchen,statusquery,check shutter status yesterday,shutter status checked for yesterday.
shutters,kitchen,statusquery,review shades at 8 pm,shades will be reviewed at 8 pm.
shutters,kitchen,statusquery,inspect blinds for today,blinds inspected for today.
shutters,kitchen,statusquery,verify shutter status at 9 pm,shutter status will be verified at 9 pm.
shutters,kitchen,statusquery,examine shades after 10 minutes,shades will be examined after 10 minutes.
shutters,kitchen,up,unlock kitchen window shades,window shades unlocked
shutters,kitchen,up,elevate kitchen blinds,blinds elevated
shutters,kitchen,up,hoist kitchen curtains,curtains hoisted
shutters,kitchen,up,unfold kitchen shutters,shutters unfolded
shutters,kitchen,up,lift kitchen drapes,drapes lifted
shutters,kitchen,up,unveil kitchen blinds,blinds unveiled
shutters,kitchen,up,raise window shades now,window shades raised now
shutters,kitchen,up,elevate blinds immediately,blinds elevated immediately
shutters,kitchen,up,unlock shutters now,shutters unlocked now
shutters,kitchen,up,hoist curtains today,curtains hoisted today
shutters,kitchen,up,unfold shades now,shades unfolded now
shutters,kitchen,up,lift drapes immediately,drapes lifted immediately
shutters,kitchen,up,unveil blinds today,blinds unveiled today
shutters,kitchen,up,elevate shutters now,shutters elevated now
shutters,kitchen,up,unlock shades at 6 am,shades will be unlocked at 6 am.
shutters,kitchen,up,raise blinds after 10 minutes,blinds will be raised after 10 minutes.
shutters,kitchen,up,lift curtains tonight,curtains lifted tonight.
shutters,kitchen,up,unfold shutters at 7 am,shutters will be unfolded at 7 am.
shutters,kitchen,up,elevate drapes after 15 minutes,drapes will be elevated after 15 minutes.
shutters,library,down,seal library shutters,shutters sealed
shutters,library,down,lower library blinds,blinds lowered
shutters,library,down,close library shades,shades closed
shutters,library,down,drop library curtains,curtains dropped
shutters,library,down,shut library drapes,drapes shut
shutters,library,down,seal blinds now,blinds sealed now
shutters,library,down,lower shades immediately,shades lowered immediately
shutters,library,down,close shutters now,shutters closed now
shutters,library,down,drop curtains today,curtains dropped today
shutters,library,down,shut drapes now,drapes shut now
shutters,library,down,seal shades immediately,shades sealed immediately
shutters,library,down,lower blinds today,blinds lowered today
shutters,library,down,close shutters now,shutters closed now
shutters,library,down,drop drapes today,drapes dropped today
shutters,library,down,lower shutters at 5 pm,shutters will be lowered at 5 pm.
shutters,library,down,close blinds after 20 minutes,blinds will be closed after 20 minutes.
shutters,library,down,seal shades tonight,shades sealed tonight.
shutters,library,down,drop curtains at 6 pm,curtains will be dropped at 6 pm.
shutters,library,down,shut drapes after 30 minutes,drapes will be shut after 30 minutes.
shutters,library,up,unlock library shutters,shutters unlocked
shutters,library,up,elevate library blinds,blinds elevated
shutters,library,up,hoist library shades,shades hoisted
shutters,library,up,unfold library curtains,curtains unfolded
shutters,library,up,lift library drapes,drapes lifted
shutters,library,up,unveil library shutters,shutters unveiled
shutters,library,up,raise blinds now,blinds raised now
shutters,library,up,elevate shades immediately,shades elevated immediately
shutters,library,up,unlock shutters now,shutters unlocked now
shutters,library,up,hoist curtains today,curtains hoisted today
shutters,library,up,unfold blinds now,blinds unfolded now
shutters,library,up,lift drapes immediately,drapes lifted immediately
shutters,library,up,unveil shades today,shades unveiled today
shutters,library,up,elevate shutters now,shutters elevated now
shutters,library,up,raise blinds at 8 am,blinds will be raised at 8 am.
shutters,library,up,unlock shutters after 10 minutes,shutters will be unlocked after 10 minutes.
shutters,library,up,lift shades tonight,shades lifted tonight.
shutters,library,up,unfold curtains at 9 am,curtains will be unfolded at 9 am.
shutters,library,up,elevate drapes after 15 minutes,drapes will be elevated after 15 minutes.
shutters,living room,down,seal living room shutters,shutters sealed
shutters,living room,down,lower living room blinds,blinds lowered
shutters,living room,down,close living room shades,shades closed
shutters,living room,down,drop living room curtains,curtains dropped
shutters,living room,down,shut living room drapes,drapes shut
shutters,living room,down,seal blinds now,blinds sealed now
shutters,living room,down,lower shades immediately,shades lowered immediately
shutters,living room,down,close shutters now,shutters closed now
shutters,living room,down,drop curtains today,curtains dropped today
shutters,living room,down,shut drapes now,drapes shut now
shutters,living room,down,seal shades immediately,shades sealed immediately
shutters,living room,down,lower blinds today,blinds lowered today
shutters,living room,down,close shutters now,shutters closed now
shutters,living room,down,drop drapes today,drapes dropped today
shutters,living room,down,lower shutters at 6 pm,shutters will be lowered at 6 pm.
shutters,living room,down,close blinds after 15 minutes,blinds will be closed after 15 minutes.
shutters,living room,down,seal shades tonight,shades sealed tonight.
shutters,living room,down,drop curtains at 7 pm,curtains will be dropped at 7 pm.
shutters,living room,down,shut drapes after 20 minutes,drapes will be shut after 20 minutes.
shutters,living room,up,unlock living room shutters,shutters unlocked
shutters,living room,up,elevate living room blinds,blinds elevated
shutters,living room,up,hoist living room shades,shades hoisted
shutters,living room,up,unfold living room curtains,curtains unfolded
shutters,living room,up,lift living room drapes,drapes lifted
shutters,living room,up,unveil living room shutters,shutters unveiled
shutters,living room,up,raise blinds now,blinds raised now
shutters,living room,up,elevate shades immediately,shades elevated immediately
shutters,living room,up,unlock shutters now,shutters unlocked now
shutters,living room,up,hoist curtains today,curtains hoisted today
shutters,living room,up,unfold blinds now,blinds unfolded now
shutters,living room,up,lift drapes immediately,drapes lifted immediately
shutters,living room,up,unveil shades today,shades unveiled today
shutters,living room,up,elevate shutters now,shutters elevated now
shutters,living room,up,raise blinds at 7 am,blinds will be raised at 7 am.
shutters,living room,up,unlock shutters after 10 minutes,shutters will be unlocked after 10 minutes.
shutters,living room,up,lift shades tonight,shades lifted tonight.
shutters,living room,up,unfold curtains at 8 am,curtains will be unfolded at 8 am.
shutters,living room,up,elevate drapes after 15 minutes,drapes will be elevated after 15 minutes.
shutters,none,down,seal all window shutters,window shutters sealed
shutters,none,down,lower all blinds,blinds lowered
shutters,none,down,close all shades,shades closed
shutters,none,down,drop all curtains,curtains dropped
shutters,none,down,shut all drapes,drapes shut
shutters,none,down,seal window blinds now,window blinds sealed now
shutters,none,down,lower shades immediately,shades lowered immediately
shutters,none,down,close window shutters now,window shutters closed now
shutters,none,down,drop curtains today,curtains dropped today
shutters,none,down,shut drapes now,drapes shut now
shutters,none,down,seal shades immediately,shades sealed immediately
shutters,none,down,lower window blinds today,window blinds lowered today
shutters,none,down,close shutters now,shutters closed now
shutters,none,down,drop drapes today,drapes dropped today
shutters,none,down,lower all shutters at 5 pm,all shutters will be lowered at 5 pm.
shutters,none,down,close all blinds after 20 minutes,all blinds will be closed after 20 minutes.
shutters,none,down,seal all shades tonight,all shades sealed tonight.
shutters,none,down,drop all curtains at 6 pm,all curtains will be dropped at 6 pm.
shutters,none,down,shut all drapes after 30 minutes,all drapes will be shut after 30 minutes.
shutters,none,statusquery,inspect all shutter status,shutter status inspected
shutters,none,statusquery,review all shades status,shades status reviewed
shutters,none,statusquery,verify all blinds status,blinds status verified
shutters,none,statusquery,examine all shutters,shutters examined
shutters,none,statusquery,assess all shades,shades assessed
shutters,none,statusquery,monitor all blinds,blinds monitored
shutters,none,statusquery,analyze all shutter status,shutter status analyzed
shutters,none,statusquery,observe all shades status,shades status observed
shutters,none,statusquery,evaluate all blinds,blinds evaluated
shutters,none,statusquery,inspect shutters now,shutters inspected now
shutters,none,statusquery,review shades immediately,shades reviewed now
shutters,none,statusquery,verify blinds now,blinds verified now
shutters,none,statusquery,examine shutters today,shutters examined today
shutters,none,statusquery,assess shades now,shades assessed now
shutters,none,statusquery,check all shutter status yesterday,all shutter status checked for yesterday.
shutters,none,statusquery,review all shades at 8 pm,all shades will be reviewed at 8 pm.
shutters,none,statusquery,inspect all blinds for today,all blinds inspected for today.
shutters,none,statusquery,verify all shutter status at 9 pm,all shutter status will be verified at 9 pm.
shutters,none,statusquery,examine all shades after 10 minutes,all shades will be examined after 10 minutes.
shutters,none,up,unlock all window shutters,window shutters unlocked
shutters,none,up,elevate all blinds,blinds elevated
shutters,none,up,hoist all shades,shades hoisted
shutters,none,up,unfold all curtains,curtains unfolded
shutters,none,up,lift all drapes,drapes lifted
shutters,none,up,unveil all shutters,shutters unveiled
shutters,none,up,raise all blinds now,all blinds raised now
shutters,none,up,elevate all shades immediately,all shades elevated immediately
shutters,none,up,unlock all shutters now,all shutters unlocked now
shutters,none,up,hoist all curtains today,all curtains hoisted today
shutters,none,up,unfold all blinds now,all blinds unfolded now
shutters,none,up,lift all drapes immediately,all drapes lifted immediately
shutters,none,up,unveil all shades today,all shades unveiled today
shutters,none,up,elevate all shutters now,all shutters elevated now
shutters,none,up,raise all blinds at 7 am,all blinds will be raised at 7 am.
shutters,none,up,unlock all shutters after 10 minutes,all shutters will be unlocked after 10 minutes.
shutters,none,up,lift all shades tonight,all shades lifted tonight.
shutters,none,up,unfold all curtains at 8 am,all curtains will be unfolded at 8 am.
shutters,none,up,elevate all shutters after 15 minutes,all shutters will be raised after 15 minutes.
shutters,toilet,down,seal toilet shutters,shutters sealed
shutters,toilet,down,lower toilet blinds,blinds lowered
shutters,toilet,down,close toilet shades,shades closed
shutters,toilet,down,drop toilet curtains,curtains dropped
shutters,toilet,down,shut toilet drapes,drapes shut
shutters,toilet,down,seal blinds now,blinds sealed now
shutters,toilet,down,lower shades immediately,shades lowered immediately
shutters,toilet,down,close shutters now,shutters closed now
shutters,toilet,down,drop curtains today,curtains dropped today
shutters,toilet,down,shut drapes now,drapes shut now
shutters,toilet,down,seal shades now,shades sealed now
shutters,toilet,down,lower blinds today,blinds lowered today
shutters,toilet,down,close shutters today,shutters closed today
shutters,toilet,down,drop drapes now,drapes dropped now
shutters,toilet,down,shut shades immediately,shades shut immediately
