Category,Subcategory,Action,Sentence,Response
music,song,check,Evaluate song,Song evaluated
music,song,check,Review song now,Song reviewed now
music,song,check,Inspect song immediately,Song inspected immediately
music,song,check,Verify song today,Song verified today
music,song,check,Examine song now,Song examined now
music,song,check,Check song yesterday,Song checked for yesterday.
music,song,check,Review song at 7 PM,Song will be reviewed at 7 PM.
music,song,check,Inspect song for today,Song inspected for today.
music,song,check,Check song after 15 minutes,Song will be checked after 15 minutes.
music,song,check,Verify song at 8 PM,Song will be verified at 8 PM.
music,song,play,Start song playback,Song playback started
music,song,play,Begin song,Song began
music,song,play,Activate song,Song activated
music,song,play,Play current song,Current song playing
music,song,play,Launch song,Song launched
music,song,play,Start song now,Song started now
music,song,play,Begin song immediately,Song began immediately
music,song,play,Activate song today,Song activated today
music,song,play,Play song now,Song playing now
music,song,play,Launch song immediately,Song launched immediately
music,song,play,Start song today,Song started today
music,song,play,Begin song today,Song began today
music,song,play,Play song today,Song playing today
music,song,play,Activate song now,Song activated now
music,song,play,Play song at 6 PM,Song will play at 6 PM.
music,song,play,Start song after 10 minutes,Song will start after 10 minutes.
music,song,play,Begin song tonight,Song began tonight.
music,song,play,Activate song at 7 PM,Song will be activated at 7 PM.
music,song,play,Play song for 5 minutes,Song playing for 5 minutes.
music,source,check,Review source status,Source status reviewed
music,source,check,Inspect source details,Source details inspected
music,source,check,Verify current source,Source verified
music,source,check,Examine source,Source examined
music,source,check,Assess source status,Source status assessed
music,source,check,Get source information,Source information obtained
music,source,check,monitor source status,Source status monitored
music,source,check,Analyze source details,Source details analyzed
music,source,check,Observe source status,Source status observed
music,source,check,Evaluate source,Source evaluated
music,source,check,Review source now,Source reviewed now
music,source,check,Inspect source immediately,Source inspected immediately
music,source,check,Verify source today,Source verified today
music,source,check,Examine source now,Source examined now
music,source,check,Check source yesterday,Source checked for yesterday.
music,source,check,Review source at 8 PM,Source will be reviewed at 8 PM.
music,source,check,Inspect source for today,Source inspected for today.
music,source,check,Check source after 10 minutes,Source will be checked after 10 minutes.
music,source,check,Verify source at 9 PM,Source will be verified at 9 PM.
music,source,switchsource,Change audio source,Audio source changed
music,source,switchsource,Select new source,New source selected
music,source,switchsource,Swap music source,music source swapped
music,source,switchsource,Update source,Source updated
music,source,switchsource,Shift to new source,Shifted to new source
music,source,switchsource,Change source now,Source changed now
music,source,switchsource,Select source immediately,Source selected immediately
music,source,switchsource,Swap source now,Source swapped now
music,source,switchsource,Update source now,Source updated now
music,source,switchsource,Shift source immediately,Source shifted immediately
music,source,switchsource,Change source today,Source changed today
music,source,switchsource,Select source today,Source selected today
music,source,switchsource,Swap source today,Source swapped today
music,source,switchsource,Update source immediately,Source updated immediately
music,source,switchsource,Switch source at 7 PM,Source will be switched at 7 PM.
music,source,switchsource,Change source after 15 minutes,Source will be changed after 15 minutes.
music,source,switchsource,Select source tonight,Source selected tonight.
music,source,switchsource,Swap source at 8 PM,Source will be swapped at 8 PM.
music,source,switchsource,Update source after 20 minutes,Source will be updated after 20 minutes.
music,status,check,Review system status,System status reviewed
music,status,check,Inspect music status,music status inspected
music,status,check,Verify system status,System status verified
music,status,check,Examine music system,music system examined
music,status,check,Assess system status,System status assessed
music,status,check,Get system information,System information obtained
music,status,check,monitor system status,System status monitored
music,status,check,Analyze status details,Status details analyzed
music,status,check,Observe system status,System status observed
music,status,check,Evaluate system status,System status evaluated
music,status,check,Review status now,Status reviewed now
music,status,check,Inspect status immediately,Status inspected immediately
music,status,check,Verify status today,Status verified today
music,status,check,Examine status now,Status examined now
music,status,check,Check status yesterday,Status checked for yesterday.
music,status,check,Review status at 6 PM,Status will be reviewed at 6 PM.
music,status,check,Inspect status for today,Status inspected for today.
music,status,check,Check status after 15 minutes,Status will be checked after 15 minutes.
music,status,check,Verify status at 7 PM,Status will be verified at 7 PM.
music,voicecontrol,check,Review voice control status,Voice control status reviewed
music,voicecontrol,check,Inspect voice control,Voice control inspected
music,voicecontrol,check,Verify voice control,Voice control verified
music,voicecontrol,check,Examine voice control status,Voice control status examined
music,voicecontrol,check,Assess voice control,Voice control assessed
music,voicecontrol,check,Get voice control information,Voice control information obtained
music,voicecontrol,check,monitor voice control,Voice control monitored
music,voicecontrol,check,Analyze voice control status,Voice control status analyzed
music,voicecontrol,check,Observe voice control status,Voice control status observed
music,voicecontrol,check,Evaluate voice control,Voice control evaluated
music,voicecontrol,check,Review voice control now,Voice control reviewed now
music,voicecontrol,check,Inspect voice control immediately,Voice control inspected immediately
music,voicecontrol,check,Verify voice control today,Voice control verified today
music,voicecontrol,check,Examine voice control now,Voice control examined now
music,voicecontrol,check,Check voice control yesterday,Voice control checked for yesterday.
music,voicecontrol,check,Review voice control at 8 PM,Voice control will be reviewed at 8 PM.
music,voicecontrol,check,Inspect voice control for today,Voice control inspected for today.
music,voicecontrol,check,Check voice control after 10 minutes,Voice control will be checked after 10 minutes.
music,voicecontrol,check,Verify voice control at 9 PM,Voice control will be verified at 9 PM.
music,voicecontrol,disable,Turn off voice control,Voice control turned off
music,voicecontrol,disable,Deactivate voice control,Voice control deactivated
music,voicecontrol,disable,Stop voice control,Voice control stopped
music,voicecontrol,disable,Disable voice commands,Voice commands disabled
music,voicecontrol,disable,End voice control,Voice control ended
music,voicecontrol,disable,Turn off voice now,Voice turned off now
music,voicecontrol,disable,Deactivate voice immediately,Voice deactivated immediately
music,voicecontrol,disable,Stop voice now,Voice stopped now
music,voicecontrol,disable,Disable voice now,Voice disabled now
music,voicecontrol,disable,End voice immediately,Voice ended immediately
music,voicecontrol,disable,Turn off voice today,Voice turned off today
music,voicecontrol,disable,Deactivate voice today,Voice deactivated today
music,voicecontrol,disable,Stop voice today,Voice stopped today
music,voicecontrol,disable,Disable voice immediately,Voice disabled immediately
music,voicecontrol,disable,Disable voice at 7 PM,Voice will be disabled at 7 PM.
music,voicecontrol,disable,Deactivate voice after 15 minutes,Voice will be deactivated after 15 minutes.
music,voicecontrol,disable,Stop voice tonight,Voice stopped tonight.
music,voicecontrol,disable,Turn off voice at 8 PM,Voice will be turned off at 8 PM.
music,voicecontrol,disable,End voice after 20 minutes,Voice will be ended after 20 minutes.
music,volume,adjustvolume,modify music volume,Volume modified
music,volume,adjustvolume,Change volume level,Volume level changed
music,volume,adjustvolume,Set music volume,Volume set
music,volume,adjustvolume,Tune volume,Volume tuned
music,volume,adjustvolume,Alter volume level,Volume level altered
music,volume,adjustvolume,Adjust sound level,Sound level adjusted
music,volume,adjustvolume,Change volume now,Volume changed now
music,volume,adjustvolume,Set volume immediately,Volume set immediately
music,volume,adjustvolume,Tune volume now,Volume tuned now
music,volume,adjustvolume,Alter volume immediately,Volume altered immediately
music,volume,adjustvolume,modify volume today,Volume modified today
music,volume,adjustvolume,Change volume today,Volume changed today
music,volume,adjustvolume,Set volume today,Volume set today
music,volume,adjustvolume,Tune volume immediately,Volume tuned immediately
music,volume,adjustvolume,Adjust volume at 6 PM,Volume will be adjusted at 6 PM.
music,volume,adjustvolume,Change volume after 10 minutes,Volume will be changed after 10 minutes.
music,volume,adjustvolume,Set volume tonight,Volume set tonight.
music,volume,adjustvolume,Tune volume at 7 PM,Volume will be tuned at 7 PM.
music,volume,adjustvolume,modify volume after 15 minutes,Volume will be modified after 15 minutes.
music,volume,check,Inspect volume status,Volume status inspected
music,volume,check,Review volume level,Volume level reviewed
music,volume,check,Verify music volume,Volume verified
music,volume,check,Examine volume setting,Volume setting examined
music,volume,check,Assess volume status,Volume status assessed
music,volume,check,Get volume information,Volume information obtained
music,volume,check,monitor volume level,Volume level monitored
music,volume,check,Analyze volume setting,Volume setting analyzed
music,volume,check,Observe volume status,Volume status observed
music,volume,check,Evaluate volume level,Volume level evaluated
music,volume,check,Inspect volume now,Volume inspected now
music,volume,check,Review volume immediately,Volume reviewed immediately
music,volume,check,Verify volume today,Volume verified today
music,volume,check,Examine volume now,Volume examined now
music,volume,check,Check volume yesterday,Volume checked for yesterday.
music,volume,check,Review volume at 8 PM,Volume will be reviewed at 8 PM.
music,volume,check,Inspect volume for today,Volume inspected for today.
music,volume,check,Check volume after 10 minutes,Volume will be checked after 10 minutes.
music,volume,check,Verify volume at 9 PM,Volume will be verified at 9 PM.
music,volume,mute,Deactivate music sound,Sound deactivated
music,volume,mute,Silence audio,Audio silenced
music,volume,mute,Turn off music volume,Volume turned off
music,volume,mute,Stop sound,Sound stopped
music,volume,mute,Quiet music,music quieted
music,volume,mute,Deactivate sound now,Sound deactivated now
music,volume,mute,Silence audio immediately,Audio silenced immediately
music,volume,mute,Turn off volume now,Volume turned off now
music,volume,mute,Stop sound immediately,Sound stopped immediately
music,volume,mute,Quiet music now,music quieted now
music,volume,mute,Deactivate sound today,Sound deactivated today
music,volume,mute,Silence audio today,Audio silenced today
music,volume,mute,Turn off volume today,Volume turned off today
music,volume,mute,Stop sound now,Sound stopped now
music,volume,mute,mute music at 7 PM,music will be muted at 7 PM.
music,volume,mute,Silence audio after 15 minutes,Audio will be silenced after 15 minutes.
music,volume,mute,Turn off sound tonight,Sound turned off tonight.
music,volume,mute,Deactivate sound at 8 PM,Sound will be deactivated at 8 PM.
music,volume,mute,Quiet music after 20 minutes,music will be quieted after 20 minutes.
music,volume,unmute,Restore music sound,Sound restored
music,volume,unmute,Activate audio,Audio activated
music,volume,unmute,Turn on music volume,Volume turned on
music,volume,unmute,Enable sound,Sound enabled
music,volume,unmute,Unsilence music,music unsilenced
music,volume,unmute,Restore sound now,Sound restored now
music,volume,unmute,Activate audio immediately,Audio activated immediately
music,volume,unmute,Turn on volume now,Volume turned on now
music,volume,unmute,Enable sound immediately,Sound enabled immediately
music,volume,unmute,Unsilence music now,music unsilenced now
music,volume,unmute,Restore sound today,Sound restored today
music,volume,unmute,Activate audio today,Audio activated today
music,volume,unmute,Turn on volume today,Volume turned on today
music,volume,unmute,Enable sound now,Sound enabled now
music,volume,unmute,Unmute music at 6 PM,music will be unmuted at 6 PM.
music,volume,unmute,Restore sound after 10 minutes,Sound will be restored after 10 minutes.
music,volume,unmute,Activate audio tonight,Audio activated tonight.
music,volume,unmute,Turn on volume at 7 PM,Volume will be turned on at 7 PM.
music,volume,unmute,Unsilence music after 15 minutes,music will be unsilenced after 15 minutes.
shutters,basement,down,Close basement shutters,Shutters closed
shutters,basement,down,Shut basement shutters,Shutters shut
shutters,basement,down,Lower basement shades,Shades lowered
shutters,basement,down,Drop basement blinds,Blinds dropped
shutters,basement,down,Close basement shades,Shades closed
shutters,basement,down,Shut basement blinds,Blinds shut
shutters,basement,down,Lower basement curtains,Curtains lowered
shutters,basement,down,Drop basement shades,Shades dropped
shutters,basement,down,Close basement now,Shutters closed now
shutters,basement,down,Shut basement immediately,Shutters shut immediately
shutters,basement,down,Lower shades now,Shades lowered now
shutters,basement,down,Drop blinds immediately,Blinds dropped immediately
shutters,basement,down,Close shades today,Shades closed today
shutters,basement,down,Shut blinds now,Blinds shut now
shutters,basement,down,Lower shutters at 8 PM,Shutters will be lowered at 8 PM.
shutters,basement,down,Close shades after 15 minutes,Shades will be closed after 15 minutes.
shutters,basement,down,Shut shutters tonight,Shutters shut tonight.
shutters,basement,down,Drop blinds at 9 PM,Blinds will be dropped at 9 PM.
shutters,basement,down,Lower shades after 1 hour,Shades will be lowered after 1 hour.
shutters,basement,up,Open basement shutters,Shutters opened
shutters,basement,up,Raise basement shades,Shades raised
shutters,basement,up,Lift basement blinds,Blinds lifted
shutters,basement,up,Open basement shades,Shades opened
shutters,basement,up,Raise basement blinds,Blinds raised
shutters,basement,up,Lift basement curtains,Curtains lifted
shutters,basement,up,Open basement blinds,Blinds opened
shutters,basement,up,Raise shades now,Shades raised now
shutters,basement,up,Lift blinds immediately,Blinds lifted immediately
shutters,basement,up,Open shutters now,Shutters opened now
shutters,basement,up,Raise blinds today,Blinds raised today
shutters,basement,up,Lift shades now,Shades lifted now
shutters,basement,up,Open shades immediately,Shades opened immediately
shutters,basement,up,Raise shutters today,Shutters raised today
shutters,basement,up,Open shutters at 7 AM,Shutters will be opened at 7 AM.
shutters,basement,up,Raise shades after 10 minutes,Shades will be raised after 10 minutes.
shutters,basement,up,Lift blinds tonight,Blinds lifted tonight.
shutters,basement,up,Open shades at 8 AM,Shades will be opened at 8 AM.
shutters,basement,up,Raise blinds after 20 minutes,Blinds will be raised after 20 minutes.
shutters,bathroom,down,Close bathroom shutters,Shutters closed
shutters,bathroom,down,Shut bathroom shades,Shades shut
shutters,bathroom,down,Lower bathroom blinds,Blinds lowered
shutters,bathroom,down,Drop bathroom shades,Shades dropped
shutters,bathroom,down,Close bathroom blinds,Blinds closed
shutters,bathroom,down,Shut bathroom curtains,Curtains shut
shutters,bathroom,down,Lower bathroom shades,Shades lowered
shutters,bathroom,down,Drop bathroom blinds,Blinds dropped
shutters,bathroom,down,Close shutters now,Shutters closed now
shutters,bathroom,down,Shut shades immediately,Shades shut immediately
shutters,bathroom,down,Lower blinds now,Blinds lowered now
shutters,bathroom,down,Drop shades immediately,Shades dropped immediately
shutters,bathroom,down,Close blinds today,Blinds closed today
shutters,bathroom,down,Shut shutters now,Shutters shut now
shutters,bathroom,down,Lower shutters at 6 PM,Shutters will be lowered at 6 PM.
shutters,bathroom,down,Close shades after 10 minutes,Shades will be closed after 10 minutes.
shutters,bathroom,down,Shut blinds tonight,Blinds shut tonight.
shutters,bathroom,down,Drop shades at 7 PM,Shades will be dropped at 7 PM.
shutters,bathroom,down,Lower blinds after 15 minutes,Blinds will be lowered after 15 minutes.
shutters,bathroom,statusquery,Inspect bathroom shutter status,Shutter status inspected
shutters,bathroom,statusquery,Review bathroom shades status,Shades status reviewed
shutters,bathroom,statusquery,Verify bathroom blinds status,Blinds status verified
shutters,bathroom,statusquery,Examine bathroom shutters,Shutters examined
shutters,bathroom,statusquery,Assess bathroom shades,Shades assessed
shutters,bathroom,statusquery,monitor bathroom blinds,Blinds monitored
shutters,bathroom,statusquery,Analyze bathroom shutter status,Shutter status analyzed
shutters,bathroom,statusquery,Observe bathroom shades status,Shades status observed
shutters,bathroom,statusquery,Evaluate bathroom blinds,Blinds evaluated
shutters,bathroom,statusquery,Inspect shutters now,Shutters inspected now
shutters,bathroom,statusquery,Review shades immediately,Shades reviewed immediately
shutters,bathroom,statusquery,Verify blinds now,Blinds verified now
shutters,bathroom,statusquery,Examine shutters today,Shutters examined today
shutters,bathroom,statusquery,Assess shades now,Shades assessed now
shutters,bathroom,statusquery,Check shutter status yesterday,Shutter status checked for yesterday.
shutters,bathroom,statusquery,Review shades at 8 PM,Shades will be reviewed at 8 PM.
shutters,bathroom,statusquery,Inspect blinds for today,Blinds inspected for today.
shutters,bathroom,statusquery,Verify shutter status at 9 PM,Shutter status will be verified at 9 PM.
shutters,bathroom,statusquery,Examine shades after 10 minutes,Shades will be examined after 10 minutes.
shutters,bathroom,up,Open bathroom shutters,Shutters opened
shutters,bathroom,up,Raise bathroom shades,Shades raised
shutters,bathroom,up,Lift bathroom blinds,Blinds lifted
shutters,bathroom,up,Open bathroom blinds,Blinds opened
shutters,bathroom,up,Raise bathroom curtains,Curtains raised
shutters,bathroom,up,Lift bathroom shades,Shades lifted
shutters,bathroom,up,Open bathroom curtains,Curtains opened
shutters,bathroom,up,Raise blinds now,Blinds raised now
shutters,bathroom,up,Lift shutters immediately,Shutters lifted immediately
shutters,bathroom,up,Open shades now,Shades opened now
shutters,bathroom,up,Raise curtains today,Curtains raised today
shutters,bathroom,up,Lift blinds now,Blinds lifted now
shutters,bathroom,up,Open shutters immediately,Shutters opened immediately
shutters,bathroom,up,Raise shades today,Shades raised today
shutters,bathroom,up,Open shutters at 7 AM,Shutters will be opened at 7 AM.
shutters,bathroom,up,Raise blinds after 15 minutes,Blinds will be raised after 15 minutes.
shutters,bathroom,up,Lift shades tonight,Shades lifted tonight.
shutters,bathroom,up,Open blinds at 8 AM,Blinds will be opened at 8 AM.
shutters,bathroom,up,Raise shutters after 20 minutes,Shutters will be raised after 20 minutes.
shutters,cellar,down,Close cellar shutters,Shutters closed
shutters,cellar,down,Shut cellar shades,Shades shut
shutters,cellar,down,Lower cellar blinds,Blinds lowered
shutters,cellar,down,Drop cellar shades,Shades dropped
shutters,cellar,down,Close cellar blinds,Blinds closed
shutters,cellar,down,Shut cellar curtains,Curtains shut
shutters,cellar,down,Lower cellar shades,Shades lowered
shutters,cellar,down,Drop cellar blinds,Blinds dropped
shutters,cellar,down,Close shutters now,Shutters closed now
shutters,cellar,down,Shut shades immediately,Shades shut immediately
shutters,cellar,down,Lower blinds now,Blinds lowered now
shutters,cellar,down,Drop shades immediately,Shades dropped immediately
shutters,cellar,down,Close blinds today,Blinds closed today
shutters,cellar,down,Shut shutters now,Shutters shut now
shutters,cellar,down,Lower shutters at 6 PM,Shutters will be lowered at 6 PM.
shutters,cellar,down,Close shades after 10 minutes,Shades will be closed after 10 minutes.
shutters,cellar,down,Shut blinds tonight,Blinds shut tonight.
shutters,cellar,down,Drop shades at 7 PM,Shades will be dropped at 7 PM.
shutters,cellar,down,Lower blinds after 15 minutes,Blinds will be lowered after 15 minutes.
shutters,cellar,statusquery,Inspect cellar shutter status,Shutter status inspected
shutters,cellar,statusquery,Review cellar shades status,Shades status reviewed
shutters,cellar,statusquery,Verify cellar blinds status,Blinds status verified
shutters,cellar,statusquery,Examine cellar shutters,Shutters examined
shutters,cellar,statusquery,Assess cellar shades,Shades assessed
shutters,cellar,statusquery,monitor cellar blinds,Blinds monitored
shutters,cellar,statusquery,Analyze cellar shutter status,Shutter status analyzed
shutters,cellar,statusquery,Observe cellar shades status,Shades status observed
shutters,cellar,statusquery,Evaluate cellar blinds,Blinds evaluated
shutters,cellar,statusquery,Inspect shutters now,Shutters inspected now
shutters,cellar,statusquery,Review shades immediately,Shades reviewed immediately
shutters,cellar,statusquery,Verify blinds now,Blinds verified now
shutters,cellar,statusquery,Examine shutters today,Shutters examined today
shutters,cellar,statusquery,Assess shades now,Shades assessed now
shutters,cellar,statusquery,Check shutter status yesterday,Shutter status checked for yesterday.
shutters,cellar,statusquery,Review shades at 8 PM,Shades will be reviewed at 8 PM.
shutters,cellar,statusquery,Inspect blinds for today,Blinds inspected for today.
shutters,cellar,statusquery,Verify shutter status at 9 PM,Shutter status will be verified at 9 PM.
shutters,cellar,statusquery,Examine shades after 10 minutes,Shades will be examined after 10 minutes.
shutters,cellar,up,Open cellar shutters,Shutters opened for the cellar.
shutters,cellar,up,Raise cellar shades,Shades raised for the cellar.
shutters,cellar,up,Lift cellar blinds,Blinds lifted for the cellar.
shutters,cellar,up,Open cellar blinds,Blinds opened for the cellar.
shutters,cellar,up,Raise cellar curtains,Curtains raised for the cellar.
shutters,cellar,up,Lift cellar shades,Shades lifted for the cellar.
shutters,cellar,up,Open cellar curtains,Curtains opened for the cellar.
shutters,cellar,up,Raise blinds now,Blinds raised now for the cellar.
shutters,cellar,up,Lift shutters immediately,Shutters lifted immediately
shutters,cellar,up,Open shades now,Shades opened now for the cellar.
shutters,cellar,up,Raise curtains today,Curtains raised today
shutters,cellar,up,Lift blinds now,Blinds lifted now
shutters,cellar,up,Open shutters immediately,Shutters opened immediately
shutters,cellar,up,Raise shades today,Shades raised today
shutters,cellar,up,Open shutters at 7 AM,Shutters will be opened at 7 AM.
shutters,cellar,up,Raise blinds after 15 minutes,Blinds will be raised after 15 minutes.
shutters,cellar,up,Lift shades tonight,Shades lifted tonight.
shutters,cellar,up,Open blinds at 8 AM,Blinds will be opened at 8 AM.
shutters,cellar,up,Raise shutters after 20 minutes,Shutters will be raised after 20 minutes.
shutters,kitchen,down,Close kitchen shutters,Shutters closed
shutters,kitchen,down,Shut kitchen shades,Shades shut
shutters,kitchen,down,Lower kitchen blinds,Blinds lowered
shutters,kitchen,down,Drop kitchen shades,Shades dropped
shutters,kitchen,down,Close kitchen blinds,Blinds closed now.
shutters,kitchen,down,Shut kitchen curtains,Curtains shut
shutters,kitchen,down,Lower kitchen shades,Shades lowered
shutters,kitchen,down,Drop kitchen blinds,Blinds dropped
shutters,kitchen,down,Close shutters now,Shutters closed now
shutters,kitchen,down,Shut shades immediately,Shades shut immediately
shutters,kitchen,down,Lower blinds now,Blinds lowered now
shutters,kitchen,down,Drop shades immediately,Shades dropped immediately
shutters,kitchen,down,Close blinds today,Blinds closed today
shutters,kitchen,down,Shut shutters now,Shutters shut now
shutters,kitchen,down,Lower shutters at 6 PM,Shutters will be lowered at 6 PM.
shutters,kitchen,down,Close shades after 10 minutes,Shades will be closed after 10 minutes.
shutters,kitchen,down,Shut blinds tonight,Blinds shut tonight.
shutters,kitchen,down,Drop shades at 7 PM,Shades will be dropped at 7 PM.
shutters,kitchen,down,Lower blinds after 15 minutes,Blinds will be lowered after 15 minutes.
shutters,kitchen,statusquery,Inspect kitchen shutter status,Shutter status inspected
shutters,kitchen,statusquery,Review kitchen shades status,Shades status reviewed
shutters,kitchen,statusquery,Verify kitchen blinds status,Blinds status verified
shutters,kitchen,statusquery,Examine kitchen shutters,Shutters examined
shutters,kitchen,statusquery,Assess kitchen shades,Shades assessed
shutters,kitchen,statusquery,monitor kitchen blinds,Blinds monitored
shutters,kitchen,statusquery,Analyze kitchen shutter status,Shutter status analyzed
shutters,kitchen,statusquery,Observe kitchen shades status,Shades status observed
shutters,kitchen,statusquery,Evaluate kitchen blinds,Blinds evaluated
shutters,kitchen,statusquery,Inspect shutters now,Shutters inspected now
shutters,kitchen,statusquery,Review shades immediately,Shades reviewed immediately
shutters,kitchen,statusquery,Verify blinds now,Blinds verified now
shutters,kitchen,statusquery,Examine shutters today,Shutters examined today
shutters,kitchen,statusquery,Assess shades now,Shades assessed now
shutters,kitchen,statusquery,Check shutter status yesterday,Shutter status checked for yesterday.
shutters,kitchen,statusquery,Review shades at 8 PM,Shades will be reviewed at 8 PM.
shutters,kitchen,statusquery,Inspect blinds for today,Blinds inspected for today.
shutters,kitchen,statusquery,Verify shutter status at 9 PM,Shutter status will be verified at 9 PM.
shutters,kitchen,statusquery,Examine shades after 10 minutes,Shades will be examined after 10 minutes.
shutters,kitchen,up,Open kitchen shutters,Shutters opened
shutters,kitchen,up,Raise kitchen shades,Shades raised
shutters,kitchen,up,Lift kitchen blinds,Blinds lifted
shutters,kitchen,up,Open kitchen blinds,Blinds opened
shutters,kitchen,up,Raise kitchen curtains,Curtains raised
shutters,kitchen,up,Lift kitchen shades,Shades lifted
shutters,kitchen,up,Open kitchen curtains,Curtains opened
shutters,kitchen,up,Raise blinds now,Blinds raised now
shutters,kitchen,up,Lift shutters immediately,Shutters lifted immediately
shutters,kitchen,up,Open shades now,Shades opened now
shutters,kitchen,up,Raise curtains today,Curtains raised today
shutters,kitchen,up,Lift blinds now,Blinds lifted now
shutters,kitchen,up,Open shutters immediately,Shutters opened immediately
shutters,kitchen,up,Raise shades today,Shades raised today
shutters,kitchen,up,Open shutters at 7 AM,Shutters will be opened at 7 AM.
shutters,kitchen,up,Raise blinds after 15 minutes,Blinds will be raised after 15 minutes.
shutters,kitchen,up,Lift shades tonight,Shades lifted tonight.
shutters,kitchen,up,Open blinds at 8 AM,Blinds will be opened at 8 AM.
shutters,kitchen,up,Raise shutters after 20 minutes,Shutters will be raised after 20 minutes.
shutters,kitchen,down,Close kitchen window shutters,Window shutters closed
shutters,kitchen,down,Shut kitchen drapes,Drapes shut
shutters,kitchen,down,Lower kitchen curtains,Curtains lowered
shutters,kitchen,down,Drop kitchen window blinds,Window blinds dropped
shutters,kitchen,down,Close kitchen drapes,Drapes closed
shutters,kitchen,down,Shut kitchen window shades,Window shades shut
shutters,kitchen,down,Lower kitchen window blinds,Window blinds lowered
shutters,kitchen,down,Drop kitchen curtains,Curtains dropped
shutters,kitchen,down,Close window shutters now,Window shutters closed now
shutters,kitchen,down,Shut drapes immediately,Drapes shut immediately
shutters,kitchen,down,Lower curtains now,Curtains lowered now
shutters,kitchen,down,Drop window blinds immediately,Window blinds dropped immediately
shutters,kitchen,down,Close drapes today,Drapes closed today
shutters,kitchen,down,Shut window shades now,Window shades shut now
shutters,kitchen,down,Lower window shutters at 5 PM,Window shutters will be lowered at 5 PM.
shutters,kitchen,down,Close drapes after 20 minutes,Drapes will be closed after 20 minutes.
shutters,kitchen,down,Shut curtains tonight,Curtains shut tonight.
shutters,kitchen,down,Drop window shades at 6 PM,Window shades will be dropped at 6 PM.
shutters,kitchen,down,Lower blinds after 30 minutes,Blinds will be lowered after 30 minutes.
shutters,kitchen,statusquery,Inspect kitchen shutter status,Shutter status inspected
shutters,kitchen,statusquery,Review kitchen shades status,Shades status reviewed
shutters,kitchen,statusquery,Verify kitchen blinds status,Blinds status verified
shutters,kitchen,statusquery,Examine kitchen shutters,Shutters examined
shutters,kitchen,statusquery,Assess kitchen shades,Shades assessed
shutters,kitchen,statusquery,monitor kitchen blinds,Blinds monitored
shutters,kitchen,statusquery,Analyze kitchen shutter status,Shutter status analyzed
shutters,kitchen,statusquery,Observe kitchen shades status,Shades status observed
shutters,kitchen,statusquery,Evaluate kitchen blinds,Blinds evaluated
shutters,kitchen,statusquery,Inspect shutters now,Shutters inspected now
shutters,kitchen,statusquery,Review shades immediately,Shades reviewed immediately
shutters,kitchen,statusquery,Verify blinds now,Blinds verified now
shutters,kitchen,statusquery,Examine shutters today,Shutters examined today
shutters,kitchen,statusquery,Assess shades now,Shades assessed now
shutters,kitchen,statusquery,monitor blinds immediately,Blinds monitored immediately
shutters,kitchen,statusquery,Check shutter status yesterday,Shutter status checked for yesterday.
shutters,kitchen,statusquery,Review shades at 8 PM,Shades will be reviewed at 8 PM.
shutters,kitchen,statusquery,Inspect blinds for today,Blinds inspected for today.
shutters,kitchen,statusquery,Verify shutter status at 9 PM,Shutter status will be verified at 9 PM.
shutters,kitchen,statusquery,Examine shades after 10 minutes,Shades will be examined after 10 minutes.
shutters,kitchen,up,Unlock kitchen window shades,Window shades unlocked
shutters,kitchen,up,Elevate kitchen blinds,Blinds elevated
shutters,kitchen,up,Hoist kitchen curtains,Curtains hoisted
shutters,kitchen,up,Unfold kitchen shutters,Shutters unfolded
shutters,kitchen,up,Lift kitchen drapes,Drapes lifted
shutters,kitchen,up,Unveil kitchen blinds,Blinds unveiled
shutters,kitchen,up,Raise window shades now,Window shades raised now
shutters,kitchen,up,Elevate blinds immediately,Blinds elevated immediately
shutters,kitchen,up,Unlock shutters now,Shutters unlocked now
shutters,kitchen,up,Hoist curtains today,Curtains hoisted today
shutters,kitchen,up,Unfold shades now,Shades unfolded now
shutters,kitchen,up,Lift drapes immediately,Drapes lifted immediately
shutters,kitchen,up,Unveil blinds today,Blinds unveiled today
shutters,kitchen,up,Elevate shutters now,Shutters elevated now
shutters,kitchen,up,Unlock shades at 6 AM,Shades will be unlocked at 6 AM.
shutters,kitchen,up,Raise blinds after 10 minutes,Blinds will be raised after 10 minutes.
shutters,kitchen,up,Lift curtains tonight,Curtains lifted tonight.
shutters,kitchen,up,Unfold shutters at 7 AM,Shutters will be unfolded at 7 AM.
shutters,kitchen,up,Elevate drapes after 15 minutes,Drapes will be elevated after 15 minutes.
shutters,library,down,Seal library shutters,Shutters sealed
shutters,library,down,Lower library blinds,Blinds lowered
shutters,library,down,Close library shades,Shades closed
shutters,library,down,Drop library curtains,Curtains dropped
shutters,library,down,Shut library drapes,Drapes shut
shutters,library,down,Seal blinds now,Blinds sealed now
shutters,library,down,Lower shades immediately,Shades lowered immediately
shutters,library,down,Close shutters now,Shutters closed now
shutters,library,down,Drop curtains today,Curtains dropped today
shutters,library,down,Shut drapes now,Drapes shut now
shutters,library,down,Seal shades immediately,Shades sealed immediately
shutters,library,down,Lower blinds today,Blinds lowered today
shutters,library,down,Close shutters now,Shutters closed now
shutters,library,down,Drop drapes today,Drapes dropped today
